"_numero","_ano","_tipo","nomeProposicao","idProposicao","tipoProposicao","tema","Ementa","Autor","DataApresentacao","RegimeTramitacao","Apreciacao","Indexacao","Situacao","LinkInteiroTeor"
"682","2015","MPV","MPV 682/2015","1570899","Medida Provisória","Administração Pública","Altera a Lei nº 12.712, de 30 de agosto de 2012, para estabelecer que a Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A. - ABGF ficará encarregada da gestão do Fundo de Estabilidade do Seguro Rural - FESR até a completa liquidação das obrigações deste Fundo.

NOVA EMENTA: Altera a Lei nº 12.712, de 30 de agosto de 2012, para estabelecer que a Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A. - ABGF ficará encarregada da gestão do Fundo de Estabilidade do Seguro Rural - FESR até a completa liquidação das obrigações deste Fundo, as Leis nºs 4.829, de 5 de novembro de 1965, e 10.823, de 19 de dezembro de 2003, e o Decreto-Lei nº 73, de 21 de novembro de 1966.","Poder Executivo","13/07/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, lei federal, Agência Brasileira de Fundos Garantidores e Garantias (ABGF), administração,  Fundo de Estabilidade do Seguro Rural (FESR), liquidação, obrigações.","Tranformada no(a) Lei Ordinária 13195/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1360656"
"2507","2015","REQ","REQ 2507/2015 => PLP 124/2015","1579302","Requerimento de Urgência (Art. 155 do RICD)","","Requer regime de urgência para apreciação de proposição.","Miro Teixeira","14/07/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1361746"
"685","2015","MPV","MPV 685/2015","1594437","Medida Provisória","Tributação","Institui o Programa de Redução de Litígios Tributários - PRORELIT, cria a obrigação de informar à administração tributária federal as operações e atos ou negócios jurídicos que acarretem supressão, redução ou diferimento de tributo e autoriza o Poder Executivo federal a atualizar monetariamente o valor das taxas que indica.

NOVA EMENTA: Institui o Programa de Redução de Litígios Tributários - PRORELIT; autoriza o Poder Executivo federal a atualizar monetariamente o valor das taxas que indica; altera as Leis nºs 12.873, de 24 de outubro de 2013, 8.212, de 24 de julho de 1991, 8.213, de 24 de julho de 1991, e 9.250, de 26 de dezembro de 1995; e dá outras providências.","Poder Executivo","22/07/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Criação, Programa de Redução de Litígios Tributários (PRORELIT), obrigatoriedade, informação, Administração tributária federal, operação, negócio jurídico, consequência, supressão, redução, adiamento, tributo, autorização, correção monetária, taxa.","Tranformada no(a) Lei Ordinária 13202/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1364063"
"5","2015","PLN","PLN 5/2015 CN","1594497","Projeto de Lei (CN) de Alteração da LDO","","Altera os dispositivos que menciona da Lei nº 13.080, de 2 de janeiro de 2015, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2015.","Presidente da República","23/07/2015","Ordinária",".","","Tranformada no(a) Lei Ordinária 13199/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1365242"
"687","2015","MPV","MPV 687/2015","1671673","Medida Provisória","Arte e Cultura; Meio Ambiente e Desenvolvimento Sustentável; Tributação","Altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, para dispor sobre a Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional - Condecine, e a Lei nº 12.529, de 30 de novembro de 2011, para dispor sobre as taxas processuais sobre os processos de competência do Conselho Administrativo de Defesa Econômica - Cade, e autoriza o Poder Executivo federal a atualizar monetariamente o valor das taxas e dos preços estabelecidos pela Lei nº 6.938, de 31 de agosto de 1981.

NOVA EMENTA: Altera a Medida Provisória  nº 2.228-1, de 6 de setembro de 2001, para dispor sobre a Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional - CONDECINE e prorrogar a vigência de incentivo fiscal no âmbito dos Fundos de Financiamento da Indústria Cinematográfica Nacional - FUNCINES, e a Lei nº 12.529, de 30 de novembro de 2011, para dispor sobre as taxas processuais sobre os processos de competência do Conselho Administrativo de Defesa Econômica - CADE; autoriza o Poder Executivo federal a atualizar monetariamente o valor das taxas e dos preços estabelecidos pela Lei nº 6.938, de 31 de agosto de 1981; prorroga a vigência de incentivos fiscais previstos na Lei nº 8.685, de 20 de julho de 1993; altera a Lei nº 12.995, de 18 de junho de 2014; dispõe sobre o processo de investigação de falsa declaração de origem no âmbito da política de defesa comercial; e revoga dispositivos da Lei nº 4.117, de 27 de agosto de 1962, e a Lei nº 5.785, de 23 de junho de 1972, para dispor sobre a renovação de outorga de serviços de radiodifusão.","Poder Executivo","18/08/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Medida Provisória, correção monetária, critério, percentual, Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (Condecine), aumento, valor, taxa processual, Conselho Administrativo de Defesa Econômica (Cade), autorização, Poder Executivo, correção monetária, Taxa de Controle e Fiscalização Ambiental (TCFA), preço, serviços, produtos, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama).","Tranformada no(a) Lei Ordinária 13196/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1372809"
"2727","2015","REQ","REQ 2727/2015 => PL 8170/2014","1671859","Requerimento de Urgência (Art. 155 do RICD)","","Requer regime de urgência para a apreciação do Projeto de Lei n° 8.170, de 2014, que 'Concede anistia aos débitos decorrentes de multas cominadas pelo IBAMA aos Municípios por infrações administrativas ambientais ocorridas antes da vigência da Lei Complementar n° 140, de 8 de dezembro de 2011, nos termos que especifica.""","Jovair Arantes","18/08/2015","Ordinária","Requerimento","","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1373108"
"2738","2015","REQ","REQ 2738/2015 => PL 2455/2015","1672013","Requerimento de Urgência (Art. 155 do RICD)","","Requer regime de urgência para apreciação de proposição.","Fabio Garcia","18/08/2015",".",".","","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1373540"
"688","2015","MPV","MPV 688/2015","1672065","Medida Provisória","Recursos Hídricos, Minerais e Política Energética","Dispõe sobre a repactuação do risco hidrológico de geração de energia elétrica, institui a bonificação pela outorga e altera a Lei no 10.848, de 15 de março de 2004, que dispõe sobre a comercialização de energia elétrica, a Lei no 12.783, 11 de janeiro de 2013, que dispõe sobre as concessões de energia elétrica, e a Lei no 9.478, de 6 de agosto de 1997, que institui o Conselho Nacional de Política Energética.

NOVA EMENTA: Dispõe sobre a repactuação do risco hidrológico de geração de energia elétrica; institui a bonificação pela outorga; e altera as Leis nºs 12.783, de 11 de janeiro de 2013, que dispõe sobre as concessões de energia elétrica, 9.427, de 26 de dezembro de 1996, que disciplina o regime das concessões de serviços públicos de energia elétrica, 9.478, de 6 de agosto de 1997, que institui o Conselho Nacional de Política Energética, 9.991, de 24 de julho de 2000, que dispõe sobre realização de investimentos em pesquisa e desenvolvimento e em eficiência energética por parte das empresas concessionárias, permissionárias e autorizadas do setor de energia elétrica, 10.438, de 26 de abril de 2002, 10.848, de 15 de março de 2004, que dispõe sobre a comercialização de energia elétrica, e 11.488, de 15 de junho de 2007, que equipara a autoprodutor o consumidor que atenda a requisitos que especifica.","Poder Executivo","18/08/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Repactuação, risco hidrológico, Mecanismo de Realocação de Energia (MRE), Energia hidrelétrica. _Alteração, Lei de Comercialização Energia Elétrica, contratação regulada, contratação livre. _Alteração, Lei federal, licitação, bonificação, outorga, concessão, energia elétrica. _Alteração, Lei do Petróleo, Conselho Nacional de Política Energética (CNPE).","Tranformada no(a) Lei Ordinária 13203/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1373626"
"1030","2015","REQ","REQ 1030/2015 CPIPETRO => RCP 3/2015","1672259","Requerimento","","Requer que esta Comissão Parlamentar de Inquérito convoque o senhor Walter Faria.","Altineu Côrtes","19/08/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1374025"
"1041","2015","REQ","REQ 1041/2015 CPIPETRO","1673072","Requerimento","","Solicita a oitiva do Sr. Ishiro Inagaki.","Ivan Valente","25/08/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1376277"
"2750","2015","PL","PL 2750/2015","1673126","Projeto de Lei","Trabalho e Emprego","Aplica o disposto nos art. 3º, I, ""a"" e ""b"", e art. 4º, § 2º, I, ""a"" e II ""a"", ""b"" e ""c"", e § 4º da Lei n. 7.998/1990, com s redação dada pela Lei n.13.134/2015, aos trabalhadores desempregados que, no período de vigência do art. 1º e do art.4º, III, da Medida Provisória n. 665/2014, compreendido entre 28 de fevereiro e 16 de junho de 2015, atendiam às condições, requisitos e exigências previstos naquela lei, para fins de obtenção, majoração ou ampliação do número de parcelas do benefício do seguro desemprego, assegurando-se os direitos adquiridos.","André Figueiredo","25/08/2015","Urgência art. 155 RICD","Proposição Sujeita à Apreciação do Plenário","Aplicação, dispositivo legal, Lei do Seguro Desemprego, critério, obtenção, ampliação, número, parcela, seguro- desemprego, trabalhador, desempregado, período, vigência, medida provisória.","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1376424"
"691","2015","MPV","MPV 691/2015","1700884","Medida Provisória","Administração Pública","Dispõe sobre a administração, a alienação, a transferência de gestão de imóveis da União e seu uso para a constituição de fundos.

NOVA EMENTA: Dispõe sobre a administração, a alienação, a transferência de gestão de imóveis da União e seu uso para a constituição de fundos; altera a Lei nº 9.636, de 15 de maio de 1998, e os Decretos-Lei nºs 3.438, de 17 de julho de 1941, 9.760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, e 2.398, de 21 de dezembro de 1987; e revoga dispositivo da Lei nº 13.139, de 26 de junho de 2015.","Poder Executivo","31/08/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Gestão, patrimônio, imóvel, União, Autarquia, Fundação pública, regra, alienação, terras públicas, terreno de marinha, Estado, Município, Distrito Federal. _Transferência, Município, gestão, praia. _Alteração, Lei de Regularização de Imóveis da União, Programa de Administração Patrimonial Imobiliário da União (PROAP). _Cota, Fundo de investimento. _Alteração, Decreto-lei, terreno de marinha. _Alteração, Decreto-lei, enfiteuse, imóvel, área urbana.","Tranformada no(a) Lei Ordinária 13240/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1379164"
"2971","2015","REQ","REQ 2971/2015 => PL 4059/2012","1712864","Requerimento de Urgência (Art. 155 do RICD)","","Requer regime de urgência na apreciação do Projeto de Lei nº 4059, de 2012, que regulamenta o art. 190, da Constituição Federal, altera o art. 1º, da Lei nº 4.131, de 3 de setembro de 1962, o art. 1º da Lei nº 5.868, de 12 de dezembro de 1972 e o art. 6º Lei nº 9.393, de 19 de dezembro de 1996 e dá outras providências.","Leonardo Picciani","08/09/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1382706"
"2960","2015","PL","PL 2960/2015","1715687","Projeto de Lei","Tributação","Dispõe sobre o Regime Especial de Regularização Cambial e Tributária de recursos, bens ou direitos de origem lícita não declarados, remetidos, mantidos no exterior ou repatriados por residentes ou domiciliados no País, e dá outras providências.

NOVA EMENTA: Dispõe sobre o Regime Especial de Regularização Cambial e Tributária de recursos, bens ou direitos de origem lícita, não declarados ou declarados incorretamente, remetidos, mantidos no exterior ou repatriados por residentes ou domiciliados no País, e dá outras providências.","Poder Executivo","10/09/2015","Urgência art. 64 CF","Proposição Sujeita à Apreciação do Plenário","Criação, Regime Especial de Regularização Cambial e Tributária (RERCT), caráter provisório, norma, regularização, repatriação, ativo financeiro, recursos, bens, exterior, ausência, declaração, Secretaria da Receita Federal do Brasil, critério, extinção de punibilidade, crime contra a ordem tributária, evasão de divisas, crime conexo, sonegação fiscal, prazo, adesão.","Tranformada no(a) Lei Ordinária 13254/2016","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1384000"
"3048","2015","REQ","REQ 3048/2015 => PL 6401/2009","1734344","Requerimento de Urgência (Art. 155 do RICD)","","Requer urgência na apreciação do Projeto de Lei nº 6401/2009, que altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre infração relacionada ao transporte de criança em motocicleta.","Hugo Leal","16/09/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1387265"
"1108","2015","REQ","REQ 1108/2015 CPIPETRO => RCP 3/2015","1734841","Requerimento","","Requer a realização de acareação entre o agente de Polícia Federal Dalmey Fernando Werlang e os Delegados Federais Igor Romário de Paula, Márcio Adriano Anselmo, Rosalvo Ferreira Franco e Daniele Gossenheimer Rodrigues.","Aluisio Mendes","22/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1388868"
"3101","2015","REQ","REQ 3101/2015 => PL 2430/2003","1744988","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 2.430/2003.","Maurício Quintella Lessa","23/09/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1390162"
"3117","2015","REQ","REQ 3117/2015 => PL 3075/2015","1786206","Requerimento de Urgência (Art. 155 do RICD)","","Requer urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do Projeto de Lei nº 3.075, de 2015, que ""concede anistia aos condutores de veículos automotores multados pelo não uso de extintor de incêndio ou pelo uso de equipamento vencido"".","Mendonça Filho","24/09/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1390725"
"1117","2015","REQ","REQ 1117/2015 CPIPETRO","1805441","Requerimento","","Solicita a realização de acareação entre o Sr. Leonardo Meirelles e o Sr. Alberto Youssef","Ivan Valente","28/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1391774"
"1118","2015","REQ","REQ 1118/2015 CPIPETRO","1805529","Requerimento","","Requer a esta Comissão Parlamentar de Inquérito que determine à Fundação Petrobras de Seguridade Social (Petros), o envio, no prazo de 10 (dez) dias, cópia de todos os documentos referentes ao processo de investimento na empresa Sete Brasil Participações S/A, tais como os projetos de investimentos, análise técnica do investimento nas respectivas áreas, parecer jurídico, análise dos gerentes das áreas que participam do comitê de investimento, decisão do colegiado da diretoria e quaisquer outros documentos referentes ao processo supracitado.","Bruno Covas","29/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1392347"
"1121","2015","REQ","REQ 1121/2015 CPIPETRO","1805865","Requerimento","","Solicita a convocação do Senhor GILES AZEVEDO, para prestar depoimento na CPI PETROBRAS.","Onyx Lorenzoni","30/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1393192"
"1125","2015","REQ","REQ 1125/2015 CPIPETRO","1805871","Requerimento","","Solicita a convocação do Senhor IRINEU BERNARDI MEIRELES, para prestar depoimento na CPI PETROBRAS.","Onyx Lorenzoni","30/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1393197"
"1126","2015","REQ","REQ 1126/2015 CPIPETRO","1805872","Requerimento","","Solicita a convocação do Senhor ROGÉRIO ARAÚJO, para prestar depoimento na CPI PETROBRAS.","Onyx Lorenzoni","30/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1393198"
"1129","2015","REQ","REQ 1129/2015 CPIPETRO","1806117","Requerimento","","Solicita a convocação do Senhor PAULO LACERDA DE MELO, para prestar depoimento na CPI PETROBRAS.","Onyx Lorenzoni","30/09/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1393648"
"238","2015","PDC","PDC 238/2015","2017337","Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo","Agricultura, Pecuária e Pesca","Suste os efeitos da Portaria Interministerial n. 192, de 5 de Outubro de 2015, do Ministério da Agricultura, Pecuária e Abastecimento e do Ministério do Meio Ambiente.","Silas Câmara","09/10/2015","Urgência art. 155 RICD","Proposição Sujeita à Apreciação do Plenário","Sustação, Portaria interministerial, Ministério da Agricultura, Pecuária e Abastecimento, Ministério do Meio Ambiente, suspensão, pagamento, seguro-defeso, recadastramento, pescador artesanal.","Tranformada no(a) Decreto Legislativo 293/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1398351"
